Customer_ID,Customer_Name,Gender,City,Segment
CUST1163,Customer_163,Female,Delhi,Corporate
CUST1164,Customer_164,Female,Hyderabad,Corporate
CUST1165,Customer_165,Male,Delhi,Home Office
CUST1166,Customer_166,Female,Delhi,Corporate
CUST1167,Customer_167,Male,Chennai,Corporate
CUST1168,Customer_168,Male,Hyderabad,Home Office
CUST1169,Customer_169,Female,Bangalore,Home Office
CUST1170,Customer_170,Female,Bangalore,Home Office
CUST1171,Customer_171,Male,Hyderabad,Home Office
CUST1172,Customer_172,Male,Chennai,Consumer
CUST1173,Customer_173,Female,Mumbai,Consumer
CUST1174,Customer_174,Female,Delhi,Corporate
CUST1175,Customer_175,Female,Chennai,Consumer
CUST1176,Customer_176,Male,Hyderabad,Corporate
CUST1177,Customer_177,Male,Delhi,Consumer
CUST1178,Customer_178,Male,Bangalore,Home Office
CUST1179,Customer_179,Male,Mumbai,Home Office
CUST1180,Customer_180,Male,Bangalore,Consumer
CUST1181,Customer_181,Male,Hyderabad,Consumer
CUST1182,Customer_182,Female,Delhi,Corporate
CUST1183,Customer_183,Male,Hyderabad,Corporate
CUST1184,Customer_184,Male,Delhi,Corporate
CUST1185,Customer_185,Male,Chennai,Home Office
CUST1186,Customer_186,Female,Mumbai,Home Office
CUST1187,Customer_187,Male,Chennai,Home Office
CUST1188,Customer_188,Male,Chennai,Home Office
CUST1189,Customer_189,Female,Hyderabad,Corporate
CUST1190,Customer_190,Male,Mumbai,Home Office
CUST1191,Customer_191,Male,Delhi,Home Office
CUST1192,Customer_192,Male,Delhi,Home Office
CUST1193,Customer_193,Male,Bangalore,Home Office
CUST1194,Customer_194,Male,Delhi,Consumer
CUST1195,Customer_195,Female,Hyderabad,Corporate
CUST1196,Customer_196,Female,Chennai,Corporate
CUST1197,Customer_197,Female,Chennai,Home Office
CUST1198,Customer_198,Male,Chennai,Consumer
CUST1199,Customer_199,Male,Mumbai,Corporate
CUST1200,Customer_200,Male,Delhi,Corporate
CUST1201,Customer_201,Female,Hyderabad,Home Office
CUST1202,Customer_202,Male,Mumbai,Home Office
CUST1203,Customer_203,Male,Bangalore,Corporate
CUST1204,Customer_204,Female,Hyderabad,Corporate
CUST1205,Customer_205,Male,Hyderabad,Consumer
CUST1206,Customer_206,Female,Hyderabad,Corporate
CUST1207,Customer_207,Female,Chennai,Corporate
CUST1208,Customer_208,Female,Hyderabad,Home Office
CUST1209,Customer_209,Male,Delhi,Corporate
CUST1210,Customer_210,Male,Hyderabad,Home Office
CUST1211,Customer_211,Male,Chennai,Corporate
CUST1212,Customer_212,Male,Hyderabad,Corporate
CUST1213,Customer_213,Male,Bangalore,Corporate
CUST1214,Customer_214,Male,Bangalore,Consumer
CUST1215,Customer_215,Male,Chennai,Home Office
CUST1216,Customer_216,Female,Delhi,Consumer
CUST1217,Customer_217,Male,Delhi,Corporate
CUST1218,Customer_218,Female,Mumbai,Consumer
CUST1219,Customer_219,Male,Chennai,Home Office
CUST1220,Customer_220,Male,Hyderabad,Corporate
CUST1221,Customer_221,Male,Chennai,Consumer
CUST1222,Customer_222,Female,Mumbai,Consumer
CUST1223,Customer_223,Female,Chennai,Home Office
CUST1224,Customer_224,Female,Chennai,Consumer
CUST1225,Customer_225,Female,Mumbai,Home Office
CUST1226,Customer_226,Male,Delhi,Corporate
CUST1227,Customer_227,Female,Hyderabad,Corporate
CUST1228,Customer_228,Male,Mumbai,Consumer
CUST1229,Customer_229,Male,Bangalore,Corporate
CUST1230,Customer_230,Female,Delhi,Corporate
CUST1231,Customer_231,Female,Bangalore,Consumer
CUST1232,Customer_232,Female,Delhi,Corporate
CUST1233,Customer_233,Female,Hyderabad,Consumer
CUST1234,Customer_234,Female,Hyderabad,Home Office
CUST1235,Customer_235,Female,Chennai,Home Office
CUST1236,Customer_236,Female,Bangalore,Home Office
CUST1237,Customer_237,Female,Delhi,Consumer
CUST1238,Customer_238,Male,Hyderabad,Consumer
CUST1239,Customer_239,Female,Mumbai,Corporate
CUST1240,Customer_240,Female,Hyderabad,Corporate
CUST1241,Customer_241,Male,Mumbai,Corporate
CUST1242,Customer_242,Female,Delhi,Corporate
CUST1243,Customer_243,Male,Hyderabad,Corporate
CUST1244,Customer_244,Male,Hyderabad,Consumer
CUST1245,Customer_245,Female,Delhi,Consumer
CUST1246,Customer_246,Male,Hyderabad,Home Office
CUST1247,Customer_247,Male,Mumbai,Home Office
CUST1248,Customer_248,Male,Hyderabad,Home Office
CUST1249,Customer_249,Male,Bangalore,Home Office
CUST1250,Customer_250,Female,Chennai,Consumer
CUST1251,Customer_251,Male,Mumbai,Consumer
CUST1252,Customer_252,Female,Bangalore,Consumer
CUST1253,Customer_253,Male,Delhi,Corporate
CUST1254,Customer_254,Male,Mumbai,Corporate
CUST1255,Customer_255,Male,Chennai,Home Office
CUST1256,Customer_256,Male,Chennai,Corporate
CUST1257,Customer_257,Female,Delhi,Consumer
CUST1258,Customer_258,Female,Delhi,Home Office
CUST1259,Customer_259,Male,Mumbai,Home Office
CUST1260,Customer_260,Male,Hyderabad,Corporate
CUST1261,Customer_261,Female,Delhi,Home Office
CUST1262,Customer_262,Male,Hyderabad,Corporate
CUST1263,Customer_263,Male,Bangalore,Corporate
CUST1264,Customer_264,Male,Chennai,Home Office
CUST1265,Customer_265,Female,Hyderabad,Corporate
CUST1266,Customer_266,Female,Chennai,Corporate
CUST1267,Customer_267,Female,Hyderabad,Corporate
CUST1268,Customer_268,Male,Bangalore,Corporate
CUST1269,Customer_269,Male,Delhi,Home Office
CUST1270,Customer_270,Female,Bangalore,Consumer
CUST1271,Customer_271,Female,Delhi,Consumer
CUST1272,Customer_272,Female,Delhi,Corporate
CUST1273,Customer_273,Female,Chennai,Corporate
CUST1274,Customer_274,Male,Bangalore,Corporate
CUST1275,Customer_275,Female,Hyderabad,Consumer
CUST1276,Customer_276,Male,Bangalore,Corporate
CUST1277,Customer_277,Female,Chennai,Home Office
CUST1278,Customer_278,Male,Delhi,Home Office
CUST1279,Customer_279,Female,Chennai,Home Office
CUST1280,Customer_280,Female,Mumbai,Consumer
CUST1281,Customer_281,Female,Mumbai,Corporate
CUST1282,Customer_282,Female,Hyderabad,Corporate
CUST1283,Customer_283,Male,Chennai,Corporate
CUST1284,Customer_284,Female,Hyderabad,Consumer
CUST1285,Customer_285,Male,Hyderabad,Consumer
CUST1286,Customer_286,Male,Mumbai,Consumer
CUST1287,Customer_287,Male,Hyderabad,Consumer
CUST1288,Customer_288,Male,Mumbai,Home Office
CUST1289,Customer_289,Female,Delhi,Consumer
CUST1290,Customer_290,Male,Chennai,Consumer
CUST1291,Customer_291,Male,Hyderabad,Consumer
CUST1292,Customer_292,Male,Mumbai,Corporate
CUST1293,Customer_293,Female,Bangalore,Corporate
CUST1294,Customer_294,Female,Hyderabad,Corporate
CUST1295,Customer_295,Female,Delhi,Home Office
CUST1296,Customer_296,Female,Delhi,Home Office
CUST1297,Customer_297,Male,Bangalore,Consumer
CUST1298,Customer_298,Male,Mumbai,Corporate
CUST1299,Customer_299,Female,Hyderabad,Home Office
CUST1300,Customer_300,Male,Mumbai,Corporate
CUST1301,Customer_301,Male,Delhi,Home Office
CUST1302,Customer_302,Male,Mumbai,Home Office
CUST1303,Customer_303,Female,Delhi,Consumer
CUST1304,Customer_304,Female,Mumbai,Consumer
CUST1305,Customer_305,Male,Bangalore,Home Office
CUST1306,Customer_306,Female,Chennai,Consumer
CUST1307,Customer_307,Female,Bangalore,Home Office
CUST1308,Customer_308,Female,Bangalore,Home Office
CUST1309,Customer_309,Female,Chennai,Corporate
CUST1310,Customer_310,Female,Chennai,Consumer
CUST1311,Customer_311,Male,Hyderabad,Consumer
CUST1312,Customer_312,Female,Hyderabad,Consumer
CUST1313,Customer_313,Male,Bangalore,Corporate
CUST1314,Customer_314,Male,Bangalore,Corporate
CUST1315,Customer_315,Female,Delhi,Corporate
CUST1316,Customer_316,Male,Delhi,Consumer
CUST1317,Customer_317,Male,Hyderabad,Consumer
CUST1318,Customer_318,Male,Hyderabad,Consumer
CUST1319,Customer_319,Female,Delhi,Corporate
CUST1320,Customer_320,Female,Delhi,Corporate
CUST1321,Customer_321,Male,Mumbai,Home Office
CUST1322,Customer_322,Female,Mumbai,Corporate
CUST1323,Customer_323,Female,Delhi,Home Office
CUST1324,Customer_324,Female,Mumbai,Consumer
CUST1325,Customer_325,Female,Chennai,Corporate
CUST1326,Customer_326,Male,Hyderabad,Consumer
CUST1327,Customer_327,Male,Hyderabad,Consumer
CUST1328,Customer_328,Female,Delhi,Consumer
CUST1329,Customer_329,Female,Bangalore,Consumer
CUST1330,Customer_330,Male,Delhi,Corporate
CUST1331,Customer_331,Male,Mumbai,Consumer
CUST1332,Customer_332,Female,Bangalore,Home Office
CUST1333,Customer_333,Male,Mumbai,Corporate
CUST1334,Customer_334,Female,Chennai,Consumer
CUST1335,Customer_335,Female,Mumbai,Corporate
CUST1336,Customer_336,Male,Chennai,Home Office
CUST1337,Customer_337,Male,Chennai,Consumer
CUST1338,Customer_338,Female,Mumbai,Home Office
CUST1339,Customer_339,Female,Mumbai,Consumer
CUST1340,Customer_340,Male,Chennai,Home Office
CUST1341,Customer_341,Female,Bangalore,Consumer
CUST1342,Customer_342,Male,Chennai,Corporate
CUST1343,Customer_343,Female,Hyderabad,Consumer
CUST1344,Customer_344,Male,Chennai,Corporate
CUST1345,Customer_345,Male,Bangalore,Consumer
CUST1346,Customer_346,Male,Hyderabad,Consumer
CUST1347,Customer_347,Female,Delhi,Home Office
CUST1348,Customer_348,Female,Delhi,Home Office
CUST1349,Customer_349,Male,Bangalore,Home Office
CUST1350,Customer_350,Female,Chennai,Consumer
CUST1351,Customer_351,Male,Mumbai,Consumer
CUST1352,Customer_352,Male,Bangalore,Consumer
CUST1353,Customer_353,Female,Hyderabad,Corporate
CUST1354,Customer_354,Female,Hyderabad,Corporate
CUST1355,Customer_355,Male,Delhi,Consumer
CUST1356,Customer_356,Female,Hyderabad,Home Office
CUST1357,Customer_357,Female,Bangalore,Home Office
CUST1358,Customer_358,Male,Hyderabad,Home Office
CUST1359,Customer_359,Male,Bangalore,Consumer
CUST1360,Customer_360,Female,Mumbai,Home Office
CUST1361,Customer_361,Male,Delhi,Consumer
CUST1362,Customer_362,Male,Hyderabad,Corporate
CUST1363,Customer_363,Female,Bangalore,Home Office
CUST1364,Customer_364,Male,Chennai,Corporate
CUST1365,Customer_365,Male,Delhi,Home Office
CUST1366,Customer_366,Female,Mumbai,Consumer
CUST1367,Customer_367,Female,Bangalore,Consumer
CUST1368,Customer_368,Male,Mumbai,Consumer
CUST1369,Customer_369,Male,Mumbai,Consumer
CUST1370,Customer_370,Female,Hyderabad,Home Office
CUST1371,Customer_371,Female,Hyderabad,Corporate
CUST1372,Customer_372,Female,Bangalore,Consumer
CUST1373,Customer_373,Female,Chennai,Home Office
CUST1374,Customer_374,Male,Bangalore,Corporate
CUST1375,Customer_375,Female,Chennai,Consumer
CUST1376,Customer_376,Female,Mumbai,Corporate
CUST1377,Customer_377,Male,Delhi,Consumer
CUST1378,Customer_378,Female,Bangalore,Corporate
CUST1379,Customer_379,Male,Bangalore,Corporate
CUST1380,Customer_380,Female,Chennai,Consumer
CUST1381,Customer_381,Female,Mumbai,Home Office
CUST1382,Customer_382,Female,Mumbai,Corporate
CUST1383,Customer_383,Male,Chennai,Consumer
CUST1384,Customer_384,Male,Mumbai,Corporate
CUST1385,Customer_385,Female,Hyderabad,Corporate
CUST1386,Customer_386,Male,Delhi,Home Office
CUST1387,Customer_387,Male,Bangalore,Corporate
CUST1388,Customer_388,Male,Delhi,Corporate
CUST1389,Customer_389,Male,Bangalore,Consumer
CUST1390,Customer_390,Male,Hyderabad,Consumer
CUST1391,Customer_391,Male,Mumbai,Home Office
CUST1392,Customer_392,Female,Chennai,Corporate
CUST1393,Customer_393,Female,Hyderabad,Corporate
CUST1394,Customer_394,Male,Delhi,Corporate
CUST1395,Customer_395,Female,Chennai,Home Office
CUST1396,Customer_396,Female,Mumbai,Corporate
CUST1397,Customer_397,Female,Hyderabad,Consumer
CUST1398,Customer_398,Female,Chennai,Home Office
CUST1399,Customer_399,Male,Hyderabad,Consumer
CUST1400,Customer_400,Female,Hyderabad,Consumer
CUST1401,Customer_401,Female,Mumbai,Home Office
CUST1402,Customer_402,Male,Bangalore,Consumer
CUST1403,Customer_403,Male,Chennai,Corporate
CUST1404,Customer_404,Female,Mumbai,Home Office
CUST1405,Customer_405,Female,Hyderabad,Consumer
CUST1406,Customer_406,Female,Mumbai,Corporate
CUST1407,Customer_407,Female,Bangalore,Corporate
CUST1408,Customer_408,Female,Chennai,Consumer
CUST1409,Customer_409,Female,Bangalore,Corporate
CUST1410,Customer_410,Male,Delhi,Home Office
CUST1411,Customer_411,Female,Chennai,Consumer
CUST1412,Customer_412,Female,Bangalore,Corporate
CUST1413,Customer_413,Male,Hyderabad,Corporate
CUST1414,Customer_414,Male,Chennai,Consumer
CUST1415,Customer_415,Male,Chennai,Consumer
CUST1416,Customer_416,Male,Mumbai,Consumer
CUST1417,Customer_417,Female,Hyderabad,Consumer
CUST1418,Customer_418,Female,Delhi,Home Office
CUST1419,Customer_419,Female,Bangalore,Consumer
CUST1420,Customer_420,Female,Mumbai,Home Office
CUST1421,Customer_421,Female,Bangalore,Home Office
CUST1422,Customer_422,Female,Delhi,Consumer
CUST1423,Customer_423,Male,Delhi,Home Office
CUST1424,Customer_424,Female,Chennai,Consumer
CUST1425,Customer_425,Male,Delhi,Consumer
CUST1426,Customer_426,Male,Bangalore,Corporate
CUST1427,Customer_427,Female,Hyderabad,Consumer
CUST1428,Customer_428,Male,Hyderabad,Corporate
CUST1429,Customer_429,Female,Chennai,Home Office
CUST1430,Customer_430,Male,Bangalore,Corporate
CUST1431,Customer_431,Female,Bangalore,Home Office
CUST1432,Customer_432,Male,Delhi,Consumer
CUST1433,Customer_433,Female,Bangalore,Home Office
CUST1434,Customer_434,Female,Mumbai,Home Office
CUST1435,Customer_435,Female,Delhi,Consumer
CUST1436,Customer_436,Female,Mumbai,Home Office
CUST1437,Customer_437,Female,Chennai,Consumer
CUST1438,Customer_438,Male,Hyderabad,Corporate
CUST1439,Customer_439,Male,Chennai,Consumer
CUST1440,Customer_440,Male,Hyderabad,Consumer
CUST1441,Customer_441,Female,Chennai,Home Office
CUST1442,Customer_442,Male,Bangalore,Corporate
CUST1443,Customer_443,Female,Mumbai,Consumer
CUST1444,Customer_444,Female,Hyderabad,Corporate
CUST1445,Customer_445,Male,Delhi,Corporate
CUST1446,Customer_446,Male,Mumbai,Home Office
CUST1447,Customer_447,Female,Delhi,Consumer
CUST1448,Customer_448,Male,Mumbai,Home Office
CUST1449,Customer_449,Female,Mumbai,Consumer
CUST1450,Customer_450,Female,Chennai,Corporate
CUST1451,Customer_451,Female,Hyderabad,Consumer
CUST1452,Customer_452,Female,Hyderabad,Consumer
CUST1453,Customer_453,Female,Mumbai,Corporate
CUST1454,Customer_454,Male,Bangalore,Corporate
CUST1455,Customer_455,Male,Bangalore,Consumer
CUST1456,Customer_456,Female,Delhi,Home Office
CUST1457,Customer_457,Female,Delhi,Consumer
CUST1458,Customer_458,Male,Chennai,Corporate
CUST1459,Customer_459,Male,Mumbai,Home Office
CUST1460,Customer_460,Female,Delhi,Corporate
CUST1461,Customer_461,Male,Delhi,Corporate
CUST1462,Customer_462,Female,Mumbai,Home Office
CUST1463,Customer_463,Male,Chennai,Corporate
CUST1464,Customer_464,Female,Delhi,Corporate
CUST1465,Customer_465,Male,Chennai,Corporate
CUST1466,Customer_466,Female,Hyderabad,Corporate
CUST1467,Customer_467,Male,Chennai,Corporate
CUST1468,Customer_468,Male,Bangalore,Corporate
CUST1469,Customer_469,Female,Bangalore,Corporate
CUST1470,Customer_470,Male,Chennai,Corporate
CUST1471,Customer_471,Female,Bangalore,Corporate
CUST1472,Customer_472,Male,Hyderabad,Consumer
CUST1473,Customer_473,Female,Mumbai,Consumer
CUST1474,Customer_474,Male,Bangalore,Corporate
CUST1475,Customer_475,Female,Bangalore,Consumer
CUST1476,Customer_476,Male,Chennai,Home Office
CUST1477,Customer_477,Female,Hyderabad,Consumer
CUST1478,Customer_478,Male,Mumbai,Corporate
CUST1479,Customer_479,Female,Chennai,Corporate
CUST1480,Customer_480,Female,Chennai,Consumer
CUST1481,Customer_481,Female,Hyderabad,Corporate
CUST1482,Customer_482,Male,Mumbai,Home Office
CUST1483,Customer_483,Female,Hyderabad,Home Office
CUST1484,Customer_484,Male,Mumbai,Corporate
CUST1485,Customer_485,Female,Hyderabad,Home Office
CUST1486,Customer_486,Male,Chennai,Home Office
CUST1487,Customer_487,Female,Chennai,Consumer
CUST1488,Customer_488,Male,Delhi,Home Office
CUST1489,Customer_489,Male,Bangalore,Consumer
CUST1490,Customer_490,Female,Hyderabad,Corporate
CUST1491,Customer_491,Male,Delhi,Consumer
CUST1492,Customer_492,Male,Bangalore,Corporate
CUST1493,Customer_493,Female,Hyderabad,Corporate
CUST1494,Customer_494,Male,Mumbai,Corporate
CUST1495,Customer_495,Male,Bangalore,Corporate
CUST1496,Customer_496,Male,Chennai,Corporate
CUST1497,Customer_497,Female,Delhi,Consumer
CUST1498,Customer_498,Male,Bangalore,Corporate
CUST1499,Customer_499,Female,Bangalore,Home Office
CUST1500,Customer_500,Male,Chennai,Home Office
CUST1501,Customer_501,Male,Hyderabad,Corporate
CUST1502,Customer_502,Male,Mumbai,Home Office
CUST1503,Customer_503,Female,Chennai,Consumer
CUST1504,Customer_504,Male,Mumbai,Consumer
CUST1505,Customer_505,Male,Hyderabad,Corporate
CUST1506,Customer_506,Female,Bangalore,Corporate
CUST1507,Customer_507,Male,Mumbai,Corporate
CUST1508,Customer_508,Female,Delhi,Home Office
CUST1509,Customer_509,Female,Delhi,Home Office
CUST1510,Customer_510,Male,Chennai,Consumer
CUST1511,Customer_511,Female,Hyderabad,Home Office
CUST1512,Customer_512,Male,Chennai,Consumer
CUST1513,Customer_513,Female,Chennai,Home Office
CUST1514,Customer_514,Female,Chennai,Consumer
CUST1515,Customer_515,Male,Delhi,Corporate
CUST1516,Customer_516,Female,Delhi,Home Office
CUST1517,Customer_517,Female,Chennai,Consumer
CUST1518,Customer_518,Female,Delhi,Home Office
CUST1519,Customer_519,Female,Hyderabad,Corporate
CUST1520,Customer_520,Female,Chennai,Consumer
CUST1521,Customer_521,Male,Delhi,Home Office
CUST1522,Customer_522,Female,Mumbai,Home Office
CUST1523,Customer_523,Male,Chennai,Corporate
CUST1524,Customer_524,Female,Chennai,Corporate
CUST1525,Customer_525,Male,Hyderabad,Consumer
CUST1526,Customer_526,Male,Bangalore,Home Office
CUST1527,Customer_527,Female,Bangalore,Home Office
CUST1528,Customer_528,Female,Hyderabad,Corporate
CUST1529,Customer_529,Female,Hyderabad,Corporate
CUST1530,Customer_530,Male,Hyderabad,Consumer
CUST1531,Customer_531,Female,Bangalore,Home Office
CUST1532,Customer_532,Male,Hyderabad,Home Office
CUST1533,Customer_533,Male,Delhi,Consumer
CUST1534,Customer_534,Male,Chennai,Consumer
CUST1535,Customer_535,Female,Chennai,Corporate
CUST1536,Customer_536,Female,Mumbai,Corporate
CUST1537,Customer_537,Male,Mumbai,Consumer
CUST1538,Customer_538,Male,Chennai,Consumer
CUST1539,Customer_539,Female,Delhi,Home Office
